,link,max_salary,min_salary,site,title
159,https://spb.hh.ru/vacancy/37411805?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,1200бел.руб.,1000бел.руб.,https://hh.ru,Кладовщик - грузчик
160,https://spb.hh.ru/vacancy/36766656?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
161,https://spb.hh.ru/vacancy/36766658?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
162,https://spb.hh.ru/vacancy/36766660?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
163,https://spb.hh.ru/vacancy/36424963?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,800бел.руб.,https://hh.ru,Маляр
164,https://spb.hh.ru/vacancy/37411144?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,1000бел.руб.,https://hh.ru,Специалист по работе с клиентами
165,https://spb.hh.ru/vacancy/36428492?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
166,https://spb.hh.ru/vacancy/36428497?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Мастер по ремонту компрессорного оборудования
167,https://spb.hh.ru/vacancy/37412345?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,75000руб.,https://hh.ru,Менеджер по закупкам
168,https://spb.hh.ru/vacancy/27299194?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,650бел.руб.,https://hh.ru,Водитель-курьер
169,https://spb.hh.ru/vacancy/35631769?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,700000руб.,115000руб.,https://hh.ru,Менеджер по продажам.
170,https://spb.hh.ru/vacancy/36766653?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
171,https://spb.hh.ru/vacancy/36766654?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
172,https://spb.hh.ru/vacancy/36766657?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
173,https://spb.hh.ru/vacancy/36766661?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
174,https://spb.hh.ru/vacancy/36766667?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
175,https://spb.hh.ru/vacancy/37340321?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,50000руб.,https://hh.ru,Сборщик жалюзи
176,https://spb.hh.ru/vacancy/37406699?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,60000руб.,48000руб.,https://hh.ru,Продавец-консультант (м. Котельники)
177,https://spb.hh.ru/vacancy/36725886?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Продавец-кассир (временная работа)
178,https://spb.hh.ru/vacancy/36725888?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Продавец-кассир (временная работа)
179,https://spb.hh.ru/vacancy/37295340?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,27500руб.,24750руб.,https://hh.ru,Продавец-консультант
180,https://spb.hh.ru/vacancy/37397835?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,50000руб.,https://hh.ru,Менеджер по продажам (охранно-пожарные услуги)
181,https://spb.hh.ru/vacancy/36428496?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
182,https://spb.hh.ru/vacancy/37382607?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,90000руб.,60000руб.,https://hh.ru,Инженер-конструктор
183,https://spb.hh.ru/vacancy/36875153?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,25000руб.,https://hh.ru,Менеджер по продажам / Торговый представитель
184,https://spb.hh.ru/vacancy/36857601?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,75000руб.,25000руб.,https://hh.ru,Специалист по проверке кредитных заявок (андеррайтер)
185,https://spb.hh.ru/vacancy/36428491?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
186,https://spb.hh.ru/vacancy/36725884?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Продавец-кассир (временная работа)
187,https://spb.hh.ru/vacancy/36428498?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Мастер по ремонту компрессорного оборудования
188,https://spb.hh.ru/vacancy/37384230?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,120000руб.,https://hh.ru,Web-программист
189,https://spb.hh.ru/vacancy/37409483?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,400000KZT,300000KZT,https://hh.ru,Директор по производству
190,https://spb.hh.ru/vacancy/36766655?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Слесарь по ремонту компрессорного оборудования
191,https://spb.hh.ru/vacancy/37405568?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Помощник бухгалтера
192,https://spb.hh.ru/vacancy/36428493?query=%D0%A0%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,,,https://hh.ru,Мастер по ремонту компрессорного оборудования
193,https://www.superjob.ru/vakansii/kassir-oficiant-v-rabochuyu-stolovuyu-33854249.html,32500руб.,32500руб.,https://www.superjob.ru,Кассир-официант в рабочую столовую
194,https://www.superjob.ru/vakansii/podsobnyj-rabochij-33879217.html,,41600руб.,https://www.superjob.ru,"Подсобный рабочий (вахта, г. Санкт-Петербург)"
195,https://www.superjob.ru/vakansii/rabochij-na-proizvodstvo-s-obucheniem-29757097.html,30000руб.,,https://www.superjob.ru,Рабочий на производство с обучением
196,https://www.superjob.ru/vakansii/pomoschnik-operatora-programmista-stankov-s-chpu-32653848.html,35000руб.,30000руб.,https://www.superjob.ru,"Помощник оператора-программиста станков с ЧПУ, рабочий на производство (с обучением)"
197,https://www.superjob.ru/vakansii/rabochij-zelenogo-hozyajstva-32164390.html,,19000руб.,https://www.superjob.ru,Рабочий зеленого хозяйства / Рабочий-универсал (Северная ТЭЦ)
198,https://www.superjob.ru/vakansii/gruzchik-33376518.html,35000руб.,30000руб.,https://www.superjob.ru,Грузчик / Подсобный рабочий
199,https://www.superjob.ru/vakansii/podsobnyj-rabochij-32750415.html,,,https://www.superjob.ru,Подсобный рабочий
200,https://www.superjob.ru/vakansii/dorozhnyj-rabochij-33849674.html,,,https://www.superjob.ru,Дорожный рабочий
201,https://www.superjob.ru/vakansii/podsobnyj-rabochij-11084526.html,,24000руб.,https://www.superjob.ru,Подсобный рабочий
202,https://www.superjob.ru/vakansii/rabochij-na-proizvodstvo-31397291.html,30000руб.,30000руб.,https://www.superjob.ru,Рабочий на производство
203,https://www.superjob.ru/vakansii/podsobnyj-rabochij-33874615.html,27000руб.,,https://www.superjob.ru,Подсобный рабочий
204,https://www.superjob.ru/vakansii/rabochij-po-kompleksnomu-obsluzhivaniyu-zdaniya-33933480.html,19000руб.,19000руб.,https://www.superjob.ru,Рабочий по комплексному обслуживанию здания
205,https://www.superjob.ru/vakansii/rabochij-po-kompleksnomu-obsluzhivaniyu-zdaniya-33526381.html,,25000руб.,https://www.superjob.ru,Рабочий по комплексному обслуживанию здания
206,https://www.superjob.ru/vakansii/podsobnyj-rabochij-33411246.html,50000руб.,45000руб.,https://www.superjob.ru,"Подсобный рабочий, разнорабочий"
207,https://www.superjob.ru/vakansii/dorozhnyj-rabochij-33896524.html,,,https://www.superjob.ru,Дорожный рабочий
208,https://www.superjob.ru/vakansii/podsobnyj-rabochij-32256702.html,50000руб.,,https://www.superjob.ru,Подсобный рабочий
209,https://www.superjob.ru/vakansii/rabochij-po-kompleksnomu-obsluzhivaniyu-zdaniya-33132228.html,,19000руб.,https://www.superjob.ru,Рабочий по комплексному обслуживанию здания
210,https://www.superjob.ru/vakansii/podsobnyj-rabochij-33801999.html,52000руб.,,https://www.superjob.ru,"Подсобный рабочий (вахта, г. Приозерск)"
211,https://www.superjob.ru/vakansii/kuhonnyj-rabochij-v-detskij-sad-33927682.html,20000руб.,18000руб.,https://www.superjob.ru,Кухонный рабочий в детский сад
212,https://www.superjob.ru/vakansii/rabochij-po-kompleksnomu-remontu-i-obsluzhivaniyu-zdaniya-33841756.html,17000руб.,15000руб.,https://www.superjob.ru,Рабочий по комплексному ремонту и обслуживанию здания
